asin	product_title	product_price	unit_price	unit_count	product_original_price	currency	product_star_rating	product_num_ratings	product_url	product_photo	product_num_offers	product_minimum_offer_price	is_best_seller	is_amazon_choice	is_prime	climate_pledge_friendly	sales_volume	delivery	has_variations	product_badge	product_byline	coupon_text
B07YSTCTLL	ADAPTIL Difusor + Refil - ajuda os cães em situações desafiantes como medo de ficar sozinho, fogos de artifício e adaptação a nova casa - Refil d	R$ 176,2	R$ 176,2	1.0		BRL	4	65	https://www.amazon.com.br/dp/B07YSTCTLL	https://m.media-amazon.com/images/I/61iQ5eQ19jL._AC_UL960_FMwebp_QL65_.jpg	14	R$ 165,2	False	False	False	False		Entrega GRÁTIS: ter., 22 de jul	False			
B097W651NJ	FELIWAY® Kit inicial de difusor de feromônios Optimum 30 dias para acalmar gatos, 48 ml – Ajuda a reduzir os sinais comuns de estresse em gatos e gatinhos, melhora a tranquili	R$ 175,0			R$ 199,9	BRL	4	17070	https://www.amazon.com.br/dp/B097W651NJ	https://m.media-amazon.com/images/I/71YbWDjL8-L._AC_UL960_FMwebp_QL65_.jpg	1	R$ 175,0	False	False	False	False	Mais de 50 compras no mês passad	Entrega GRÁTIS: ter., 12 de ago	False			
B0DZTZKYBV	Kit 16un Petisco Super Macio Cães Spin Fit 4 Sabore	R$ 174,9	R$ 10,9	16.0		BRL	5	8	https://www.amazon.com.br/dp/B0DZTZKYBV	https://m.media-amazon.com/images/I/61BPz-3vhPL._AC_UL960_FMwebp_QL65_.jpg	1	R$ 174,9	False	False	False	False		Entrega GRÁTIS: seg., 21 de jul	False			
B0DHYNH7YQ	Bionatural Prime - Frango Cães De Raças Peq. Sênior 7+10,	R$ 172,9				BRL	4.8	6	https://www.amazon.com.br/dp/B0DHYNH7YQ	https://m.media-amazon.com/images/I/418l7sNio-L._AC_UL960_FMwebp_QL65_.jpg	6	R$ 172,9	False	False	False	False			False			
B0DHYNH7YQ	Bionatural Prime - Frango Cães De Raças Peq. Sênior 7+10,	R$ 172,9				BRL	4.8	6	https://www.amazon.com.br/dp/B0DHYNH7YQ	https://m.media-amazon.com/images/I/418l7sNio-L._AC_UL960_FMwebp_QL65_.jpg	6	R$ 172,9	False	False	False	False			False			
B07XWRWFL1	Virbac Allerderm Spot On S.I.S. Hidratação Cutânea para Cães e Gatos 4 mL com 6 pip	R$ 172,7	R$ 7,2	24.0		BRL	4.6	190	https://www.amazon.com.br/dp/B07XWRWFL1	https://m.media-amazon.com/images/I/61nSxBB28nL._AC_UL960_FMwebp_QL65_.jpg	4	R$ 142,2	False	False	False	False	Mais de 50 compras no mês passad	Entrega GRÁTIS: seg., 21 de jul	False			
B07XWRWFL1	Virbac Allerderm Spot On S.I.S. Hidratação Cutânea para Cães e Gatos 4 mL com 6 pip	R$ 172,7	R$ 7,2	24.0		BRL	4.6	190	https://www.amazon.com.br/dp/B07XWRWFL1	https://m.media-amazon.com/images/I/61nSxBB28nL._AC_UL960_FMwebp_QL65_.jpg	4	R$ 142,2	False	False	False	False	Mais de 50 compras no mês passad	Entrega GRÁTIS: seg., 21 de jul	False			
B0F2TR75G9	Ração Golden Fórmula Cachorro Ad Mini Bits Frango/Arroz 15kg + Surpr	R$ 170,9	R$ 170,9	1.0		BRL	5	5	https://www.amazon.com.br/dp/B0F2TR75G9	https://m.media-amazon.com/images/I/51O3VHjFZ3L._AC_UL960_FMwebp_QL65_.jpg	1	R$ 170,9	False	False	False	False		Entrega R$ 100: 31 de jul. - 7 de ago.	False			
B0DJS67L8B	Netpeato Cama para Gatos com 2 Andares Dobrável, 39 * 39 * 38cm, Cinza e Branco, Sisal Natural, Nylon, Linho, Toca para Gatos, Casa de Gat	R$ 169,9	R$ 169,9	1.0		BRL	5	14	https://www.amazon.com.br/dp/B0DJS67L8B	https://m.media-amazon.com/images/I/71HznEzM7tL._AC_UL960_FMwebp_QL65_.jpg	1	R$ 169,9	False	False	False	False	Mais de 40 compras no mês passad	Entrega GRÁTIS: qui., 24 de jul	False			
B0D4FB656P	Viva!Verde Areia Higiênica Grãos Grossos 10	R$ 169,9	R$ 16,9	10.0		BRL	4.7	165	https://www.amazon.com.br/dp/B0D4FB656P	https://m.media-amazon.com/images/I/61XwA8TmjBL._AC_UL960_FMwebp_QL65_.jpg	3	R$ 149,9	False	False	False	False	Mais de 50 compras no mês passad	Entrega R$ 9,66: 7 - 13 de ago.	False			
B0F7J7SPS3	Arranhador Para Gatos Com Casinha Playground (Marrom)	R$ 169,9	R$ 169,9	1.0		BRL	3.6	6	https://www.amazon.com.br/dp/B0F7J7SPS3	https://m.media-amazon.com/images/I/51ycctPvNXL._AC_UL960_FMwebp_QL65_.jpg	1	R$ 169,9	False	False	False	False	Mais de 20 compras no mês passad	Entrega GRÁTIS: 23 - 30 de jul	False			
B0F7J7SPS3	Arranhador Para Gatos Com Casinha Playground (Marrom)	R$ 169,9	R$ 169,9	1.0		BRL	3.6	6	https://www.amazon.com.br/dp/B0F7J7SPS3	https://m.media-amazon.com/images/I/51ycctPvNXL._AC_UL960_FMwebp_QL65_.jpg	1	R$ 169,9	False	False	False	False	Mais de 20 compras no mês passad	Entrega GRÁTIS: 23 - 30 de jul	False			
B0DJ779PQZ	USB Fonte Bebedouro de Água Portátil para Gatos e Cães - Fontes de Água para Pets sem Fio, Bebedouro para Animais de Estimação, Sile	R$ 169,1	R$ 0,2	735.0	R$ 199,0	BRL	4.6	40	https://www.amazon.com.br/dp/B0DJ779PQZ	https://m.media-amazon.com/images/I/61BJufClWwL._AC_UL960_FMwebp_QL65_.jpg	1	R$ 169,1	False	False	True	False	Mais de 50 compras no mês passad		False	Com Prime		
B0DH976KWD	Bionatural Prime - Frango Cães De Raças Peq. Castrados ou Light 10,1	R$ 167,9				BRL	4.4	11	https://www.amazon.com.br/dp/B0DH976KWD	https://m.media-amazon.com/images/I/51j4NpcwtuL._AC_UL960_FMwebp_QL65_.jpg	4	R$ 167,9	False	False	False	False	Mais de 30 compras no mês passad		False			
B07NGRMVZC	Virbac Allermyl Shampoo Limpeza Regular em Cães Alérgicos para Cães 500	R$ 167,7	R$ 18,6	9.0	R$ 186,4	BRL	4.6	1299	https://www.amazon.com.br/dp/B07NGRMVZC	https://m.media-amazon.com/images/I/61kAraOkFmL._AC_UL960_FMwebp_QL65_.jpg	1	R$ 167,7	False	False	True	False	Mais de 300 compras no mês passad		False	Oferta Prime Day		
B07XWQTH6W	Virbac Sebolytic Spherulites Shampoo para Cães com Seborreia 250 m	R$ 164,7	R$ 11,7	14.0	R$ 183,1	BRL	4.7	394	https://www.amazon.com.br/dp/B07XWQTH6W	https://m.media-amazon.com/images/I/61ww7QZr75L._AC_UL960_FMwebp_QL65_.jpg	1	R$ 164,7	False	False	True	False	Mais de 100 compras no mês passad		False	Oferta Prime Day		
B0DX2YT3YK	Caixa de Areia para Gatos com Duas Entradas - Design Moderno e Higiênico Anti-odo	R$ 161,9			R$ 170,9	BRL	4.2	10	https://www.amazon.com.br/dp/B0DX2YT3YK	https://m.media-amazon.com/images/I/617sFsPQspL._AC_UL960_FMwebp_QL65_.jpg	1	R$ 161,9	False	False	False	True	Mais de 30 compras no mês passad	Entrega GRÁTIS: sex., 1 de ago	False			
B07XWRX3F7	Virbac Hexadene Shampoo Spherulites Tratamento Piodermites para Cães e Gatos 500 m	R$ 160,7	R$ 0,3	502.0	R$ 181,9	BRL	4.8	1899	https://www.amazon.com.br/dp/B07XWRX3F7	https://m.media-amazon.com/images/I/61PgWck1eML._AC_UL960_FMwebp_QL65_.jpg	1	R$ 160,7	False	False	True	False	Mais de 700 compras no mês passad		False	Oferta Prime Day		
B0DPXVGWP4	Ração Pedigree Nutrição Essencial Carne Ao Leite Para Cães Adultos	R$ 159,9	R$ 10,6	15.0		BRL	4.9	78	https://www.amazon.com.br/dp/B0DPXVGWP4	https://m.media-amazon.com/images/I/61j7EfN0Q8L._AC_UL960_FMwebp_QL65_.jpg	1	R$ 159,9	False	False	False	False	Mais de 600 compras no mês passad	Entrega GRÁTIS: sáb., 19 de ju	False			
B0C2ZTGWH9	Ração Veterinary Gastrointestinal Fibre Response Para Gatos Adultos 1.5kg Royal Can	R$ 158,9	R$ 158,9	1.0		BRL	4.7	35	https://www.amazon.com.br/dp/B0C2ZTGWH9	https://m.media-amazon.com/images/I/5110A5Eat0L._AC_UL960_FMwebp_QL65_.jpg	4	R$ 157,9	False	False	False	False	Mais de 50 compras no mês passad	Entrega GRÁTIS: seg., 21 de jul	False			
B0D4VXQC9X	Chalesco Arranhador Duas Bases para Gatos	R$ 158,6	R$ 158,6	1.0		BRL	5	6	https://www.amazon.com.br/dp/B0D4VXQC9X	https://m.media-amazon.com/images/I/51rBZ8kPa1L._AC_UL960_FMwebp_QL65_.jpg	1	R$ 158,6	False	False	False	False	Mais de 30 compras no mês passad	Entrega GRÁTIS: dom., 20 de jul	False			
B0CP4DVW59	NexGard Spectra Antipulgas, Carrapatos e Vermífugos para Cães de 3,6 a 7,5kg - 3 tablet	R$ 157,6	R$ 52,5	3.0	R$ 193,3	BRL	4.8	563	https://www.amazon.com.br/dp/B0CP4DVW59	https://m.media-amazon.com/images/I/7107zBvDtcL._AC_UL960_FMwebp_QL65_.jpg	1	R$ 157,6	False	False	True	False	Mais de 900 compras no mês passad		False	Oferta Prime Day		
B0CP4DVW59	NexGard Spectra Antipulgas, Carrapatos e Vermífugos para Cães de 3,6 a 7,5kg - 3 tablet	R$ 157,6	R$ 52,5	3.0	R$ 193,3	BRL	4.8	563	https://www.amazon.com.br/dp/B0CP4DVW59	https://m.media-amazon.com/images/I/7107zBvDtcL._AC_UL960_FMwebp_QL65_.jpg	1	R$ 157,6	False	False	True	False	Mais de 900 compras no mês passad		False	Oferta Prime Day		
B07Y5K7TN1	Vet Life Obesity para Gatos Adultos de Todas as Raças 2K	R$ 155,9	R$ 77,9	2.0		BRL	4.6	57	https://www.amazon.com.br/dp/B07Y5K7TN1	https://m.media-amazon.com/images/I/61sZbhu1RrL._AC_UL960_FMwebp_QL65_.jpg	16	R$ 146,9	False	False	False	False	Mais de 50 compras no mês passad	Entrega GRÁTIS: seg., 21 de jul	False			
B084T6P8P7	Vet Life Gastrointestinal para Gatos Adultos de Todas as Raças 2K	R$ 153,9	R$ 76,9	2.0		BRL	4.8	204	https://www.amazon.com.br/dp/B084T6P8P7	https://m.media-amazon.com/images/I/5145gtbR7nL._AC_UL960_FMwebp_QL65_.jpg	18	R$ 139,9	False	False	False	False	Mais de 200 compras no mês passad	Entrega GRÁTIS: seg., 21 de jul	False			
B0D4F7TJLT	Viva Verde Areia Higiênica Grãos Mistos 10	R$ 152,9	R$ 15,2	10.0	R$ 169,9	BRL	4.8	4041	https://www.amazon.com.br/dp/B0D4F7TJLT	https://m.media-amazon.com/images/I/61fHT4DGegL._AC_UL960_FMwebp_QL65_.jpg	5	R$ 149,7	False	False	False	False	Mais de 300 compras no mês passad	Entrega GRÁTIS: ter., 5 de ago	False			
B0B5M6VNZL	Antipulgas e Carrapatos MSD Bravecto para Cães de 10 a 20 Kg 500m	R$ 152,7				BRL	4.8	428	https://www.amazon.com.br/dp/B0B5M6VNZL	https://m.media-amazon.com/images/I/51Z0BCV+VIL._AC_UL960_FMwebp_QL65_.jpg	1	R$ 152,7	False	False	False	False	Mais de 600 compras no mês passad	Entrega GRÁTIS: sex., 18 de jul	False			
B0DHYN2M89	Bionatural Prime - Salmão Gatos Filhotes 7,5k	R$ 149,9				BRL	5	3	https://www.amazon.com.br/dp/B0DHYN2M89	https://m.media-amazon.com/images/I/51BhzAy3NsL._AC_UL960_FMwebp_QL65_.jpg	4	R$ 149,9	False	False	False	False	Mais de 30 compras no mês passad		False			
B0F9LQNF5V	Portão Expansivo PLUS 99cm a 165 Cm Proteção Pet Cachorro ou Criança 	R$ 149,9				BRL		0	https://www.amazon.com.br/dp/B0F9LQNF5V	https://m.media-amazon.com/images/I/41jMiJNE-5L._AC_UL960_FMwebp_QL65_.jpg	1	R$ 149,9	False	False	False	False		Entrega GRÁTIS: dom., 20 de jul	False			
B0FDCKD1PZ	Capa de Banco para Carro Pet 4 em 1 – Impermeável e Antiderrapante – Protetor de Assento para Cachorros – Resistente e Lavável	R$ 149,9				BRL		0	https://www.amazon.com.br/dp/B0FDCKD1PZ	https://m.media-amazon.com/images/I/61zdaqSjHgL._AC_UL960_FMwebp_QL65_.jpg	1	R$ 149,9	False	False	False	False		Entrega GRÁTIS: sex., 18 de jul	False			
B0FDCKD1PZ	Capa de Banco para Carro Pet 4 em 1 – Impermeável e Antiderrapante – Protetor de Assento para Cachorros – Resistente e Lavável	R$ 149,9				BRL		0	https://www.amazon.com.br/dp/B0FDCKD1PZ	https://m.media-amazon.com/images/I/61zdaqSjHgL._AC_UL960_FMwebp_QL65_.jpg	1	R$ 149,9	False	False	False	False		Entrega GRÁTIS: sex., 18 de jul	False			
B0D43SNKMC	Viva Verde Areia Higiênica Grãos Finos 10	R$ 149,4	R$ 14,9	10.0	R$ 171,9	BRL	4.8	4166	https://www.amazon.com.br/dp/B0D43SNKMC	https://m.media-amazon.com/images/I/61KQwF+3yTL._AC_UL960_FMwebp_QL65_.jpg	1	R$ 149,4	False	True	False	False	Mais de 300 compras no mês passad	Entrega R$ 100: 25 - 31 de jul.	False	Escolha		
B0D81YHTYS	Cama para gato - toca casa casinha caminha (G (40x40x40cm))	R$ 149,0	R$ 149,0	1.0		BRL	4.4	15	https://www.amazon.com.br/dp/B0D81YHTYS	https://m.media-amazon.com/images/I/51u4gPTat5L._AC_UL960_FMwebp_QL65_.jpg	1	R$ 149,0	False	False	False	False	Mais de 30 compras no mês passad	Entrega GRÁTIS: 31 de jul. - 8 de ago	False			
B0CGSLVTLW	Rampa Pet Cachorro Antiderrapante Ajustável Regulável So	R$ 149,0	R$ 149,0	1.0		BRL	4.5	92	https://www.amazon.com.br/dp/B0CGSLVTLW	https://m.media-amazon.com/images/I/61+blqDO+aL._AC_UL960_FMwebp_QL65_.jpg	1	R$ 149,0	False	False	False	True	Mais de 100 compras no mês passad	Entrega GRÁTIS: sex., 1 de ago	False			
B0BHXC3DZQ	Kit com 3 Katbom Natural 6kg	R$ 148,9	R$ 49,6	3.0	R$ 201,5	BRL	4.8	77	https://www.amazon.com.br/dp/B0BHXC3DZQ	https://m.media-amazon.com/images/I/61dtxAl4-rL._AC_UL960_FMwebp_QL65_.jpg	1	R$ 148,9	False	False	False	False	Mais de 50 compras no mês passad	Entrega GRÁTIS: ter., 5 de ago	False	Economize 26%		
B0CSPKFRXH	KIT 16 Unidades Petisco p Spin Fit 4 Sabores	R$ 148,9	R$ 148,9	1.0		BRL	4.4	9	https://www.amazon.com.br/dp/B0CSPKFRXH	https://m.media-amazon.com/images/I/61GDP34HprL._AC_UL960_FMwebp_QL65_.jpg	1	R$ 148,9	False	False	False	False	Mais de 20 compras no mês passad	Entrega GRÁTIS: seg., 21 de jul	False			
B0CSPKFRXH	KIT 16 Unidades Petisco p Spin Fit 4 Sabores	R$ 148,9	R$ 148,9	1.0		BRL	4.4	9	https://www.amazon.com.br/dp/B0CSPKFRXH	https://m.media-amazon.com/images/I/61GDP34HprL._AC_UL960_FMwebp_QL65_.jpg	1	R$ 148,9	False	False	False	False	Mais de 20 compras no mês passad	Entrega GRÁTIS: seg., 21 de jul	False			
B0DYLB1753	Ninho de dormir de pelúcia para animais de estimação, cama macia, cama para gatos e cachorr	R$ 148,8	R$ 148,8	1.0		BRL	3.8	4	https://www.amazon.com.br/dp/B0DYLB1753	https://m.media-amazon.com/images/I/61sHsTJ5mDL._AC_UL960_FMwebp_QL65_.jpg	1	R$ 148,8	False	False	False	False		Entrega GRÁTIS: ter., 29 de jul	False			
B07XWR1DTG	Virbac Condicionador Episoothe Tratamento Peles Sensíveis e Irritadas para Cães e Gatos 250	R$ 147,9	R$ 10,5	14.0		BRL	4.6	206	https://www.amazon.com.br/dp/B07XWR1DTG	https://m.media-amazon.com/images/I/51fE8JmsRUL._AC_UL960_FMwebp_QL65_.jpg	6	R$ 139,9	False	True	False	False	Mais de 50 compras no mês passad	Entrega GRÁTIS: dom., 20 de jul	False	Escolha		
B07M6KHQKT	NexGard Antipulgas e Carrapatos para Cães de 4,1 a 10kg 3 tablete	R$ 145,9	R$ 48,6	3.0	R$ 174,6	BRL	4.8	6361	https://www.amazon.com.br/dp/B07M6KHQKT	https://m.media-amazon.com/images/I/71Ftegwk5zL._AC_UL960_FMwebp_QL65_.jpg	1	R$ 145,9	False	False	True	False	Mais de 1 mil compras no mês passad		False	Oferta Prime Day		
B0DK4ZNFFD	Smiry Cobertor impermeável para cães, cobertor macio para cães, lavável, reversível, protetor de móveis para sofá (76 x 133 cm, camelo/bege) OEKO-TEX STAND	R$ 143,8				BRL	4.4	713	https://www.amazon.com.br/dp/B0DK4ZNFFD	https://m.media-amazon.com/images/I/81dltoheZ3L._AC_UL960_FMwebp_QL65_.jpg	1	R$ 143,8	False	False	False	True		Entrega R$ 8,90: sex., 8 de ago.	False		Xadrez	
B0DFGFGMZ9	Bebedouro Fonte Água 3L Filtro Silenciosa Inox Para Gatos Cães Filtragem Automática, Fonte de água para Gatos-Janela de nível de água,	R$ 143,6	R$ 0,1	798.0	R$ 179,0	BRL	4.7	275	https://www.amazon.com.br/dp/B0DFGFGMZ9	https://m.media-amazon.com/images/I/71NE0pmMUrL._AC_UL960_FMwebp_QL65_.jpg	1	R$ 143,6	False	False	True	False	Mais de 200 compras no mês passad		False	Com Prime		
B0CGSWGDMQ	Cercadinho Bebê Infantil Chiqueirinho Criança Menino Menina Cercadinho com Gra	R$ 142,9			R$ 168,9	BRL	4.3	246	https://www.amazon.com.br/dp/B0CGSWGDMQ	https://m.media-amazon.com/images/I/71QKljQqVqL._AC_UL960_FMwebp_QL65_.jpg	1	R$ 142,9	False	False	True	True	Mais de 50 compras no mês passad		True	Oferta Prime Day		
B09WKM8TXL	Suplemento Vitamínico Para Cães e Gatos Nutri Same 100 - 30 Comprimid	R$ 142,3				BRL	4	6	https://www.amazon.com.br/dp/B09WKM8TXL	https://m.media-amazon.com/images/I/51H+GbSHvTL._AC_UL960_FMwebp_QL65_.jpg	3	R$ 110,2	False	False	False	False	Mais de 50 compras no mês passad	Entrega GRÁTIS: dom., 20 de jul	False			
B0BFRXF6SC	Elanco Credeli Antipulgas e anticarrapatos para cães de 11kg a 22kg 450mg - 3 comprimido	R$ 141,5	R$ 47,1	3.0	R$ 153,0	BRL	4.8	157	https://www.amazon.com.br/dp/B0BFRXF6SC	https://m.media-amazon.com/images/I/51CTx674VnL._AC_UL960_FMwebp_QL65_.jpg	23	R$ 111,0	False	False	False	False	Mais de 200 compras no mês passad	Entrega GRÁTIS: seg., 21 de jul	False			
B0BFRXF6SC	Elanco Credeli Antipulgas e anticarrapatos para cães de 11kg a 22kg 450mg - 3 comprimido	R$ 141,5	R$ 47,1	3.0	R$ 153,0	BRL	4.8	157	https://www.amazon.com.br/dp/B0BFRXF6SC	https://m.media-amazon.com/images/I/51CTx674VnL._AC_UL960_FMwebp_QL65_.jpg	23	R$ 111,0	False	False	False	False	Mais de 200 compras no mês passad	Entrega GRÁTIS: seg., 21 de jul	False			
B0CY9QWSLC	Caminha Tenda Luxo Cabana Casinha para gatos Toca Cama Para Gatos Iglu Tenda 40cm (Cinza - Gatinho)	R$ 139,9	R$ 139,9	1.0		BRL	3.8	6	https://www.amazon.com.br/dp/B0CY9QWSLC	https://m.media-amazon.com/images/I/61ixCtVjGGL._AC_UL960_FMwebp_QL65_.jpg	1	R$ 139,9	False	False	False	False		Entrega GRÁTIS: dom., 20 de jul	False			
B0DSLYKHX9	Bolsa Pet Transporte Viagem Mala Avião Cães Gatos Luxo Grande (Cinza escur	R$ 139,9	R$ 139,9	1.0	R$ 149,9	BRL	4.8	13	https://www.amazon.com.br/dp/B0DSLYKHX9	https://m.media-amazon.com/images/I/71BBw7QddOL._AC_UL960_FMwebp_QL65_.jpg	1	R$ 139,9	False	False	False	False	Mais de 20 compras no mês passad	Entrega R$ 94,22: 21 - 31 de jul.	False			
B084T6HGBR	Anticoprofágico Paraquenos Acoprofagia para Cães - 6	R$ 139,9	R$ 0,7	179.0		BRL	3.8	78	https://www.amazon.com.br/dp/B084T6HGBR	https://m.media-amazon.com/images/I/51gj+r4q9wL._AC_UL960_FMwebp_QL65_.jpg	1	R$ 139,9	False	False	False	False		Entrega GRÁTIS: dom., 20 de jul	False			
B0DP3KY94L	Carpete Arranhador Adesivo Protetor (Bege, 50cm x 2 Metros)	R$ 139,9				BRL	4.1	95	https://www.amazon.com.br/dp/B0DP3KY94L	https://m.media-amazon.com/images/I/71ooeA5wmiL._AC_UL960_FMwebp_QL65_.jpg	1	R$ 139,9	False	False	False	False			False			
B0BWXX8YMN	Capa Protetora Carro Pet Impermeável, Antiderrapante, Resistente ao Desgaste, Grande Capacidade 4 em 1 capa de Banco Traseiro de Carro para Cachorro Cachorro Gato Cor:laranj	R$ 138,0			R$ 146,9	BRL	4.6	691	https://www.amazon.com.br/dp/B0BWXX8YMN	https://m.media-amazon.com/images/I/61ky5I2cHsL._AC_UL960_FMwebp_QL65_.jpg	8	R$ 135,0	False	False	False	False	Mais de 200 compras no mês passad	Entrega GRÁTIS: sex., 18 de jul	False			
B0C8BYRM2J	Ração Veterinary Renal Small Dog 2kg Royal Can	R$ 138,0	R$ 138,0	1.0	R$ 149,0	BRL	5	16	https://www.amazon.com.br/dp/B0C8BYRM2J	https://m.media-amazon.com/images/I/51ARA0GWilL._AC_UL960_FMwebp_QL65_.jpg	1	R$ 138,0	False	False	False	False	Mais de 40 compras no mês passad	Entrega GRÁTIS: ter., 22 de jul	False			
B0C861V7N7	VETNIL SKIN CARE DEFENSE 250ML	R$ 136,1	R$ 0,5	252.0		BRL	4.5	57	https://www.amazon.com.br/dp/B0C861V7N7	https://m.media-amazon.com/images/I/41Hec2GbKOL._AC_UL960_FMwebp_QL65_.jpg	1	R$ 136,1	False	False	False	False		Entrega R$ 3,72: qua., 30 de jul.Ou entrega mais rápida: 17 - 21 de jul	False			
B0C4FD27SR	Capa Protetora Carro Pet Impermeável, Antiderrapante, Resistente ao Desgaste, Grande Capacidade 4 em 1 capa de Banco Traseiro de Carro para Cachorro Cachorro Verd	R$ 136,0			R$ 146,0	BRL	4.8	719	https://www.amazon.com.br/dp/B0C4FD27SR	https://m.media-amazon.com/images/I/61ZyzxcftSL._AC_UL960_FMwebp_QL65_.jpg	10	R$ 110,0	False	True	False	False	Mais de 100 compras no mês passad	Entrega GRÁTIS: sex., 18 de jul	False	Escolha		
B0C4FD27SR	Capa Protetora Carro Pet Impermeável, Antiderrapante, Resistente ao Desgaste, Grande Capacidade 4 em 1 capa de Banco Traseiro de Carro para Cachorro Cachorro Verd	R$ 136,0			R$ 146,0	BRL	4.8	719	https://www.amazon.com.br/dp/B0C4FD27SR	https://m.media-amazon.com/images/I/61ZyzxcftSL._AC_UL960_FMwebp_QL65_.jpg	10	R$ 110,0	False	False	False	False	Mais de 100 compras no mês passad	Entrega GRÁTIS: sex., 18 de jul	False			
B0F3WQ864D	jenico Cabo de amarração para cães: guias de cachorro de 6 m para uso pesado - coleira de corrente refletiva para cães pequenos e grandes de até 56 kg, acampamento ao ar 	R$ 135,4	R$ 6,7	20.0		BRL	5	3	https://www.amazon.com.br/dp/B0F3WQ864D	https://m.media-amazon.com/images/I/81-FdYCPulL._AC_UL960_FMwebp_QL65_.jpg	1	R$ 135,4	False	False	False	False		Entrega R$ 8,90: sex., 8 de ago.	False			
B0DTLQD67Z	Fórmula Natural Vet Care Gastro Baixa Ração Seca Para Cães Adultos	R$ 134,1	R$ 134,1	1.0		BRL	4	1	https://www.amazon.com.br/dp/B0DTLQD67Z	https://m.media-amazon.com/images/I/71QotHBenML._AC_UL960_FMwebp_QL65_.jpg	6	R$ 129,9	False	False	False	False		Entrega GRÁTIS: seg., 21 de jul	False			
B0DSGF7JZS	Cama Pet Confortável Xg Extra Grande 100% Algodão com Mordedor de Pelúcia (Triângulo Amar	R$ 133,9	R$ 66,9	2.0		BRL		0	https://www.amazon.com.br/dp/B0DSGF7JZS	https://m.media-amazon.com/images/I/61VZNrYEE5L._AC_UL960_FMwebp_QL65_.jpg	1	R$ 133,9	False	False	False	False		Entrega GRÁTIS: sex., 1 de ago	False			
B00R03WJ1I	Lencinhos Angels Eyes Tira Mancha de Lagrimas - Cães 100 Unidade	R$ 133,8	R$ 1,3	100.0		BRL	4.1	22363	https://www.amazon.com.br/dp/B00R03WJ1I	https://m.media-amazon.com/images/I/71fBHB9U-kL._AC_UL960_FMwebp_QL65_.jpg	1	R$ 133,8	False	False	False	False		Entrega R$ 8,90: sex., 8 de ago.	False			
B0BN6JS9VJ	Ração Pedigree Nutrição Essencial Carne Ao Leite Para Cães Adultos 10.1 kg (LEVE 10.1kg PAGUE	R$ 130,1	R$ 12,8	10.0		BRL	4.8	37	https://www.amazon.com.br/dp/B0BN6JS9VJ	https://m.media-amazon.com/images/I/716sdkdKhqL._AC_UL960_FMwebp_QL65_.jpg	1	R$ 130,1	False	False	False	False		Entrega GRÁTIS: qui., 31 de jul	False			
B0D3WRCZWD	10 KIT FLUIDOTERAPIA RINGER LACTATO JP 250 ML COM EQUIPO E AGULHA 40X12 UNIPET	R$ 129,9	R$ 13,0	10.0		BRL	4.3	8	https://www.amazon.com.br/dp/B0D3WRCZWD	https://m.media-amazon.com/images/I/51fbZmA2kRL._AC_UL960_FMwebp_QL65_.jpg	1	R$ 129,9	False	False	False	False		Entrega GRÁTIS: qui., 31 de jul	False			
B0D3WRCZWD	10 KIT FLUIDOTERAPIA RINGER LACTATO JP 250 ML COM EQUIPO E AGULHA 40X12 UNIPET	R$ 129,9	R$ 13,0	10.0		BRL	4.3	8	https://www.amazon.com.br/dp/B0D3WRCZWD	https://m.media-amazon.com/images/I/51fbZmA2kRL._AC_UL960_FMwebp_QL65_.jpg	1	R$ 129,9	False	False	False	False		Entrega GRÁTIS: qui., 31 de jul	False			
B0DGGZPLBN	Casinha para Cães e Gatos Cercado Pet Portátil e Dobrável para Cães e Gatos com Tecido Impermeável de Fácil Montagem e Transporte Premium 	R$ 129,9	R$ 129,9	1.0		BRL	4.7	71	https://www.amazon.com.br/dp/B0DGGZPLBN	https://m.media-amazon.com/images/I/61cvbCR9-XL._AC_UL960_FMwebp_QL65_.jpg	1	R$ 129,9	False	False	False	False		Entrega GRÁTIS: sex., 18 de jul	False			
B0D3WJXBSP	10 RINGER LACTATO 250 JP + EQUIPO E AGULHA UNIPET	R$ 129,0	R$ 12,9	10.0		BRL	4.8	32	https://www.amazon.com.br/dp/B0D3WJXBSP	https://m.media-amazon.com/images/I/616viWoSayL._AC_UL960_FMwebp_QL65_.jpg	1	R$ 129,0	False	False	False	False	Mais de 30 compras no mês passad	Entrega GRÁTIS: qui., 31 de jul	False			
B0CYT2G2VT	Filtros de reposição para bebedouros de cães e gatos, alimentadores de aço inoxidável para bebedouros de animais de estimação Filtro de carvão ativado substitu	R$ 129,0				BRL	4.8	45	https://www.amazon.com.br/dp/B0CYT2G2VT	https://m.media-amazon.com/images/I/71ED47QK1fL._AC_UL960_FMwebp_QL65_.jpg	1	R$ 129,0	False	False	False	False	Mais de 50 compras no mês passad	Entrega GRÁTIS: seg., 21 de jul	False			
B0DPHPG8YT	Cercadinho para Cachorros, Cercadinho Pet, Cercado Pet, Casinha para Cães e Gatos, Portátil e Dobrável, Tecido Impermeável Fácil de Montar e Transportar (	R$ 129,0	R$ 129,0	1.0		BRL	4.7	14	https://www.amazon.com.br/dp/B0DPHPG8YT	https://m.media-amazon.com/images/I/81oCwDuPuTL._AC_UL960_FMwebp_QL65_.jpg	3	R$ 97,9	False	False	False	False		Entrega GRÁTIS: sex., 18 de jul	False			
