asin,product_title,product_price,product_original_price,currency,product_star_rating,product_num_ratings,product_url,product_photo,product_num_offers,product_minimum_offer_price,is_best_seller,is_amazon_choice,is_prime,climate_pledge_friendly,sales_volume,delivery,has_variations,product_byline,coupon_text,unit_price,unit_count,product_badge
B09MW9FXW8,Protetor solar em bastão Incolor FPS 95,"R$ 103,55","R$ 107,91",BRL,4,163,https://www.amazon.com.br/dp/B09MW9FXW8,https://m.media-amazon.com/images/I/510-WbO1+oL._AC_UL960_FMwebp_QL65_.jpg,1,"R$ 103,55",False,False,False,False,Mais de 400 compras no mês passado,"Entrega GRÁTIS: Amanhã, 14 de jul.Ou entrega mais rápida: Hoje",False,,,,,
B0F1WDN2PC,Truss Óleo Capilar Nutritivo Nutri Infusion | Nutrição Profunda e Controle de Frizz | 60ml,"R$ 110,48",,BRL,4.2,24,https://www.amazon.com.br/dp/B0F1WDN2PC,https://m.media-amazon.com/images/I/61Gr-DqcqRL._AC_UL960_FMwebp_QL65_.jpg,11,"R$ 109,20",False,False,False,False,Mais de 200 compras no mês passado,"Entrega GRÁTIS: Amanhã, 14 de jul.Ou entrega mais rápida: Hoje",False,,,,,
B0DQTZ2PDD,"Kérastase, Shampoo Iluminador, Gloss Absolu, Hydra-Glaze, para todos os tipos de cabelos, com ácido hialurônico, ácido glicólico e óleo de rosa silvestre e ação antifrizz, 250ml","R$ 279,90",,BRL,4.6,294,https://www.amazon.com.br/dp/B0DQTZ2PDD,https://m.media-amazon.com/images/I/71F4bQbSVnL._AC_UL960_FMwebp_QL65_.jpg,1,"R$ 279,90",False,False,False,False,Mais de 200 compras no mês passado,"Entrega GRÁTIS: Amanhã, 14 de jul.Ou entrega mais rápida: Hoje",False,Cítrico,,,,
B07MFRY6PD,Maquina De Acabamento Panasonic ER389X,"R$ 205,44",,BRL,4.6,840,https://www.amazon.com.br/dp/B07MFRY6PD,https://m.media-amazon.com/images/I/41wS29HKoNL._AC_UL960_FMwebp_QL65_.jpg,11,"R$ 189,90",False,False,False,False,Mais de 100 compras no mês passado,"Entrega GRÁTIS: Amanhã, 14 de jul.Ou entrega mais rápida: Hoje",False,,,,,
B0FCM8C75T,"Secador de Cabelo Profissional com Motor sem Escova, Velocidade Máxima de 130.000 RPM, Tecnologia de Íons Negativos, Vento de Alta Velocidade 23m/s - 3 Cores LED de Controle de Temperatura, Compacto e Leve, Filtro 304, Anti-Enroscamento de Cabelos, 220V","R$ 199,00",,BRL,5,7,https://www.amazon.com.br/dp/B0FCM8C75T,https://m.media-amazon.com/images/I/51YN-gxXJRL._AC_UL960_FMwebp_QL65_.jpg,1,"R$ 199,00",False,False,False,False,,"Entrega GRÁTIS: qua., 16 de jul.",False,,Economize 20% com o cupom,,,
B000068DWZ,"Calvin Klein Ck One Eau De Toilette, Calvin Klein Ck","R$ 329,99",,BRL,4.5,5426,https://www.amazon.com.br/dp/B000068DWZ,https://m.media-amazon.com/images/I/41tZy3aJTZL._AC_UL960_FMwebp_QL65_.jpg,16,"R$ 313,39",False,False,False,False,Mais de 1 mil compras no mês passado,"Entrega GRÁTIS: sáb., 19 de jul.",False,Cítrico,,,,
B078RVCYWK,"Kérastase Máscara Densifique Masque Densité, Sem densidade e volume, Densidade, volume, Ácido Hialurônico","R$ 249,00","R$ 266,00",BRL,4.4,217,https://www.amazon.com.br/dp/B078RVCYWK,https://m.media-amazon.com/images/I/619xjG6ntkL._AC_UL960_FMwebp_QL65_.jpg,1,"R$ 249,00",False,False,False,False,Mais de 1 mil compras no mês passado,"Entrega GRÁTIS: qua., 16 de jul.",False,,,,,
B0D88LLW8W,ISDIN Acniben Sérum Noturno Anti-imperfeições para Pele Acneica Night Concentrate - 27ml,"R$ 138,99",,BRL,4.7,17,https://www.amazon.com.br/dp/B0D88LLW8W,https://m.media-amazon.com/images/I/61FcPJMQ50L._AC_UL960_FMwebp_QL65_.jpg,9,"R$ 125,50",False,False,False,False,Mais de 100 compras no mês passado,"Entrega GRÁTIS: Amanhã, 14 de jul.Ou entrega mais rápida: Hoje",False,,,,,
B0BM4QB6DB,Wella Invigo Nutri Condicionador 1L,"R$ 146,99",,BRL,4.6,316,https://www.amazon.com.br/dp/B0BM4QB6DB,https://m.media-amazon.com/images/I/41UcHyK0WbL._AC_UL960_FMwebp_QL65_.jpg,24,"R$ 139,90",False,False,False,False,Mais de 900 compras no mês passado,"Entrega GRÁTIS: Amanhã, 14 de jul.Ou entrega mais rápida: Hoje",False,,"Economize R$ 2,19 com o cupom",,,
B0D4GGPSNR,Kit de Cuidados com o Cabelo BRAÉ Essential Duo 250ml + Essential Hair Repair Spray 260ml + Máscara 200g + 3 Ampolas 13ml - Repara e Hidrata Cabelos Danificados e Fragilizados,"R$ 245,00",,BRL,4.6,129,https://www.amazon.com.br/dp/B0D4GGPSNR,https://m.media-amazon.com/images/I/51rVeR+8uWL._AC_UL960_FMwebp_QL65_.jpg,1,"R$ 245,00",False,False,False,False,Mais de 100 compras no mês passado,"Entrega GRÁTIS: seg., 21 de jul.",False,,,"R$ 35,00",7.0,
B0BF5S4G4Y,Escova Rotativa Black Rose ERB-01 1.200W - Mondial,"R$ 174,99",,BRL,4.2,40,https://www.amazon.com.br/dp/B0BF5S4G4Y,https://m.media-amazon.com/images/I/51oIyzps38L._AC_UL960_FMwebp_QL65_.jpg,21,"R$ 165,00",False,False,False,False,Mais de 300 compras no mês passado,"Entrega GRÁTIS: qua., 16 de jul.",False,,,,,
B0CS6TGKYF,"Escova de cabelo desembaraçadora The Mini Ultimate Detangler para todos os tipos de cabelo, ideal para o uso em fios úmidos. Cor: Rosa","R$ 110,17",,BRL,4.6,266,https://www.amazon.com.br/dp/B0CS6TGKYF,https://m.media-amazon.com/images/I/61LOAIm15DL._AC_UL960_FMwebp_QL65_.jpg,7,"R$ 107,90",False,False,False,False,Mais de 50 compras no mês passado,"Entrega GRÁTIS: Amanhã, 14 de jul.Ou entrega mais rápida: Hoje",False,,,"R$ 110,17",1.0,
B00ZY65OSI,BIODERMA Atoderm Óleo De Banho - Higiene Hidratante Diária 1L,"R$ 190,99",,BRL,4.7,26326,https://www.amazon.com.br/dp/B00ZY65OSI,https://m.media-amazon.com/images/I/615ZenpkpGL._AC_UL960_FMwebp_QL65_.jpg,1,"R$ 190,99",False,False,False,False,Mais de 3 mil compras no mês passado,"Entrega GRÁTIS: Amanhã, 14 de jul.Ou entrega mais rápida: Hoje",False,,,,,
B0C2877GJS,"Aparador e raspador para rosto e corpo OneBlade com 4 pentes, à prova d’água, bivolt - QP2824/10 Philips","R$ 279,00",,BRL,4.7,2754,https://www.amazon.com.br/dp/B0C2877GJS,https://m.media-amazon.com/images/I/71jw9lwPCIL._AC_UL960_FMwebp_QL65_.jpg,4,"R$ 275,90",False,False,False,True,Mais de 1 mil compras no mês passado,"Entrega GRÁTIS: Amanhã, 14 de jul.Ou entrega mais rápida: Hoje",False,,,,,
B08CRPVVPR,Eudora Colônia Desodorante Club 6 Voyage 95ml,"R$ 124,90",,BRL,4.6,309,https://www.amazon.com.br/dp/B08CRPVVPR,https://m.media-amazon.com/images/I/41Jd5uPBchL._AC_UL960_FMwebp_QL65_.jpg,12,"R$ 106,43",False,False,False,False,Mais de 300 compras no mês passado,"Entrega GRÁTIS: sáb., 19 de jul.",False,Madeira,,,,
B0B1VWK8KN,Itallian Hairtech HIDRATACAO COLOR 2KG,"R$ 120,09","R$ 135,90",BRL,4.3,83,https://www.amazon.com.br/dp/B0B1VWK8KN,https://m.media-amazon.com/images/I/51IVjvVYyTL._AC_UL960_FMwebp_QL65_.jpg,1,"R$ 120,09",False,False,False,False,Mais de 40 compras no mês passado,"Entrega GRÁTIS: seg., 21 de jul.",False,,,"R$ 20,02",6.0,
B0FBPPDXYB,"L&#x27;Oréal Professionnel Absolut Repair, Shampoo Profissional com Proteína de Trigo e Ômega 9, Ação Reparadora para Cabelos Secos e Danificados, 750ml","R$ 189,90",,BRL,,0,https://www.amazon.com.br/dp/B0FBPPDXYB,https://m.media-amazon.com/images/I/61pNdKGCz8L._AC_UL960_FMwebp_QL65_.jpg,1,"R$ 189,90",False,False,False,False,,"Entrega GRÁTIS: Amanhã, 14 de jul.Ou entrega mais rápida: Hoje",False,Sem perfume,,,,
B0D137TMRB,"medicube Zero Exosome Shot 7.500 Ppm Spicule Sérum Facial, Líquido Intensificador De Pele, Exosome, Aha + Bha Pha, Cuidado Dos Poros, Células Mortas Da Textura Cuidados Com A Pele Coreana 1,01 Fl.Oz","R$ 284,00","R$ 371,00",BRL,4.4,1920,https://www.amazon.com.br/dp/B0D137TMRB,https://m.media-amazon.com/images/I/71Racjous8L._AC_UL960_FMwebp_QL65_.jpg,2,"R$ 252,00",False,False,False,False,Mais de 50 compras no mês passado,Entrega GRÁTIS: 8 - 15 de ago.,False,,,,,
B0C6BDV1WK,ESCOVA OVAL EASY PINK 127V,"R$ 146,69","R$ 164,19",BRL,4.5,2243,https://www.amazon.com.br/dp/B0C6BDV1WK,https://m.media-amazon.com/images/I/51qQhj1CZ1L._AC_UL960_FMwebp_QL65_.jpg,1,"R$ 146,69",False,False,True,False,Mais de 100 compras no mês passado,,False,,,,,Com Prime
B0CJDDV2BC,Cetaphil Oil Control Sérum Tripla Ação 30ml,"R$ 109,49","R$ 116,99",BRL,4.6,263,https://www.amazon.com.br/dp/B0CJDDV2BC,https://m.media-amazon.com/images/I/51R1f55USfL._AC_UL960_FMwebp_QL65_.jpg,1,"R$ 109,49",False,False,False,False,Mais de 400 compras no mês passado,"Entrega GRÁTIS: Amanhã, 14 de jul.Ou entrega mais rápida: Hoje",False,,,,,
B09T8JWZV2,NATURA ESSENCIAL UNICO DEO PARFUM MASCULINO 90ML,"R$ 220,90",,BRL,4.7,531,https://www.amazon.com.br/dp/B09T8JWZV2,https://m.media-amazon.com/images/I/61h4tmSSQML._AC_UL960_FMwebp_QL65_.jpg,25,"R$ 199,90",False,False,False,False,Mais de 200 compras no mês passado,"Entrega GRÁTIS: dom., 20 de jul.",False,Madeira âmbar,,"R$ 2.454,44",,
B07Y1T5YZ2,Wella Professionals Oil Reflections Óleo Capilar 100 ml,"R$ 142,90",,BRL,4.6,3893,https://www.amazon.com.br/dp/B07Y1T5YZ2,https://m.media-amazon.com/images/I/6121ZJLUSBL._AC_UL960_FMwebp_QL65_.jpg,22,"R$ 140,00",False,False,False,False,Mais de 1 mil compras no mês passado,"Entrega GRÁTIS: seg., 21 de jul.",False,,,,,
B07YCLPMT6,"Armaf Club De Nuit Intense Man Eau De Toilette, 102 g, amadeirado picante","R$ 279,00",,BRL,4.5,4705,https://www.amazon.com.br/dp/B07YCLPMT6,https://m.media-amazon.com/images/I/51soMCNMKIL._AC_UL960_FMwebp_QL65_.jpg,8,"R$ 259,99",False,False,False,False,Mais de 200 compras no mês passado,"Entrega R$ 32,34: 23 - 25 de jul.Ou entrega mais rápida: 18 - 21 de jul.",False,Amadeirado picante,,"R$ 2.620,59",,
B0BV767ZR8,Lancôme TIU GLOW,"R$ 334,85","R$ 352,90",BRL,4.7,45,https://www.amazon.com.br/dp/B0BV767ZR8,https://m.media-amazon.com/images/I/41nF2NVF+7L._AC_UL960_FMwebp_QL65_.jpg,1,"R$ 334,85",False,False,False,False,Mais de 20 compras no mês passado,"Entrega R$ 27,39: 23 - 25 de jul.",False,,,,,
B09HR3HXCJ,Balm de Olhos Simple Organic Organic Eye 80gr,"R$ 120,00",,BRL,4.3,51,https://www.amazon.com.br/dp/B09HR3HXCJ,https://m.media-amazon.com/images/I/41cTNTpbilL._AC_UL960_FMwebp_QL65_.jpg,2,"R$ 110,00",False,False,False,False,Mais de 100 compras no mês passado,"Entrega GRÁTIS: qui., 31 de jul.",False,,,,,
B0D5J4DWM4,Aparador de Pelos Philco Multigroom 8 em 1 PAP16 Bivolt,"R$ 201,32",,BRL,4.5,156,https://www.amazon.com.br/dp/B0D5J4DWM4,https://m.media-amazon.com/images/I/51C5VEekOIL._AC_UL960_FMwebp_QL65_.jpg,6,"R$ 159,90",False,False,False,False,Mais de 300 compras no mês passado,"Entrega GRÁTIS: ter., 15 de jul.",False,,,"R$ 201,32",1.0,
B0CXQXVBNS,SÉBIUM GEL MOUSSANT ACTIF 500ML,"R$ 110,90",,BRL,4.5,75,https://www.amazon.com.br/dp/B0CXQXVBNS,https://m.media-amazon.com/images/I/41OYPyoGg+L._AC_UL960_FMwebp_QL65_.jpg,6,"R$ 109,90",False,False,False,False,Mais de 100 compras no mês passado,"Entrega GRÁTIS: dom., 20 de jul.",False,,,"R$ 110,90",1.0,
B0DPGGWJCH,Kit Truss Frizz Zero Duplo Cuidado (2 Produtos),"R$ 166,98",,BRL,4.4,16,https://www.amazon.com.br/dp/B0DPGGWJCH,https://m.media-amazon.com/images/I/613gXksgrnL._AC_UL960_FMwebp_QL65_.jpg,1,"R$ 166,98",False,False,False,False,Mais de 50 compras no mês passado,"Entrega GRÁTIS: ter., 29 de jul.",False,,,"R$ 83,49",2.0,
B0BY3F3LBP,Vichy Dercos Máscara Kera-Solutions 200ml,"R$ 141,90",,BRL,4.7,500,https://www.amazon.com.br/dp/B0BY3F3LBP,https://m.media-amazon.com/images/I/51e9B-uZUUL._AC_UL960_FMwebp_QL65_.jpg,1,"R$ 141,90",False,False,False,False,Mais de 400 compras no mês passado,"Entrega GRÁTIS: ter., 15 de jul.",False,,,,,
B0CDJBJ7XH,Pack de Creme com Amêndoa Almond Breeze 200g - 12 Unidades,"R$ 94,66","R$ 111,36",BRL,4.8,731,https://www.amazon.com.br/dp/B0CDJBJ7XH,https://m.media-amazon.com/images/I/81jOFP4aixL._AC_UL960_FMwebp_QL65_.jpg,1,"R$ 94,66",False,False,True,False,Mais de 100 compras no mês passado,,False,creme com amendoas,,"R$ 7,89",12.0,Oferta Prime Day
B0FBDLQPLJ,Kit L&#x27;Óreal Absolut Repair Molecular Shampoo 300 ML e Máscara 250 ML,"R$ 319,60",,BRL,,0,https://www.amazon.com.br/dp/B0FBDLQPLJ,https://m.media-amazon.com/images/I/61x5uiLaNgL._AC_UL960_FMwebp_QL65_.jpg,1,"R$ 319,60",False,False,False,False,Mais de 40 compras no mês passado,"Entrega GRÁTIS: seg., 21 de jul.",False,,,"R$ 319,60",1.0,
B0F55XGQ1P,"VIRÁ Frizz Control, Cera Finalizadora Hidratante Vegana, Bastão para Cabelo, Alinhamento Instantâneo, com Escova Finalizadora","R$ 129,90","R$ 139,90",BRL,5,3,https://www.amazon.com.br/dp/B0F55XGQ1P,https://m.media-amazon.com/images/I/517Vz5BUQML._AC_UL960_FMwebp_QL65_.jpg,1,"R$ 129,90",False,False,False,True,Mais de 50 compras no mês passado,"Entrega GRÁTIS: dom., 20 de jul.",False,,,,,
B0DTM6SW8N,Kit Wella Professionals Oil Reflections Luminous Duo (2 produtos),"R$ 256,69","R$ 299,99",BRL,5,1,https://www.amazon.com.br/dp/B0DTM6SW8N,https://m.media-amazon.com/images/I/410T4lZtdIL._AC_UL960_FMwebp_QL65_.jpg,1,"R$ 256,69",False,False,True,False,Mais de 50 compras no mês passado,,False,,,"R$ 85,56",3.0,Oferta Prime Day
B0F3ZBSQ5M,Kit Cetaphil - Creme 453G + Creme 250G,"R$ 219,80",,BRL,,0,https://www.amazon.com.br/dp/B0F3ZBSQ5M,https://m.media-amazon.com/images/I/61GmWyO5-RL._AC_UL960_FMwebp_QL65_.jpg,1,"R$ 219,80",False,False,False,False,Mais de 30 compras no mês passado,"Entrega GRÁTIS: Amanhã, 14 de jul.Ou entrega mais rápida: Hoje",False,,,,,
B0B6Q45C7M,ON252 Kit Bioplastia In,"R$ 89,90","R$ 119,90",BRL,4.6,105,https://www.amazon.com.br/dp/B0B6Q45C7M,https://m.media-amazon.com/images/I/71elSuI7KEL._AC_UL960_FMwebp_QL65_.jpg,1,"R$ 89,90",False,False,True,False,Mais de 50 compras no mês passado,,False,,,"R$ 89,90",1.0,Oferta Prime Day
B0D31314VR,"ENSSU - Aparador Elétrico para Homens, com Lâmina de Cerâmica, À Prova d&#x27;Água, Recarregável (Lítio), Preto, para Barba, Peito, Virilha e Púbicos","R$ 259,00",,BRL,4,45,https://www.amazon.com.br/dp/B0D31314VR,https://m.media-amazon.com/images/I/71IyyWlboDL._AC_UL960_FMwebp_QL65_.jpg,1,"R$ 259,00",False,False,False,False,,"Entrega GRÁTIS: sáb., 19 de jul.",False,,,,,
B0DFCNWQ4Y,"TRUSS, Truss Uso Obrigatório Shampoo de Hidratação - 1Litro","R$ 161,90",,BRL,4.4,56,https://www.amazon.com.br/dp/B0DFCNWQ4Y,https://m.media-amazon.com/images/I/61Dx+9APfKL._AC_UL960_FMwebp_QL65_.jpg,13,"R$ 149,59",False,False,False,False,Mais de 300 compras no mês passado,"Entrega GRÁTIS: Amanhã, 14 de jul.Ou entrega mais rápida: Hoje",False,Lavanda,,,,
B01643LCLW,"Chapa Cerâmica Preta, Taiff, Bivolt","R$ 117,29",,BRL,4.8,9210,https://www.amazon.com.br/dp/B01643LCLW,https://m.media-amazon.com/images/I/41B5ZjaBw+L._AC_UL960_FMwebp_QL65_.jpg,46,"R$ 116,00",False,False,False,False,Mais de 1 mil compras no mês passado,"Entrega GRÁTIS: Amanhã, 14 de jul.Ou entrega mais rápida: Hoje",False,,,,,
B0DTM9DTZ8,Kit Wella Professionals Invigo Nutri-Enrich Duo Válvula (4 produtos),"R$ 352,99",,BRL,4.7,23,https://www.amazon.com.br/dp/B0DTM9DTZ8,https://m.media-amazon.com/images/I/51jhHxpzlgL._AC_UL960_FMwebp_QL65_.jpg,3,"R$ 283,00",False,False,False,False,Mais de 100 compras no mês passado,"Entrega GRÁTIS: qua., 23 de jul.",False,,,"R$ 117,66",3.0,
B0D4R4B7G4,Kit Braé Divine 250ml + Mascara 200g + Mini Essential 60ml,"R$ 189,00",,BRL,4.4,147,https://www.amazon.com.br/dp/B0D4R4B7G4,https://m.media-amazon.com/images/I/41a6YnZFxIL._AC_UL960_FMwebp_QL65_.jpg,1,"R$ 189,00",False,False,False,False,Mais de 100 compras no mês passado,"Entrega GRÁTIS: seg., 21 de jul.",False,,,"R$ 47,25",4.0,
B000MD65FO,TEA TREE SPECIAL SHAMPOO,"R$ 379,90",,BRL,4.8,309,https://www.amazon.com.br/dp/B000MD65FO,https://m.media-amazon.com/images/I/61EqSHrcgJL._AC_UL960_FMwebp_QL65_.jpg,1,"R$ 379,90",False,False,False,False,Mais de 50 compras no mês passado,"Entrega GRÁTIS: dom., 20 de jul.",False,"Lavanda, Menta",,,,
B0D4GQLZFV,Bed Head Recovery - Shampoo para Cabelos Ressecados 750ml,"R$ 101,45","R$ 108,90",BRL,4.5,14,https://www.amazon.com.br/dp/B0D4GQLZFV,https://m.media-amazon.com/images/I/519UzQcW9ML._AC_UL960_FMwebp_QL65_.jpg,1,"R$ 101,45",False,False,False,False,Mais de 30 compras no mês passado,"Entrega GRÁTIS: Amanhã, 14 de jul.Ou entrega mais rápida: Hoje",False,Sem perfume,,"R$ 101,45",1.0,
B09C8VNWBP,Perfume Importado Eau de Parfum Yara Lattafa,"R$ 239,90",,BRL,4.4,33416,https://www.amazon.com.br/dp/B09C8VNWBP,https://m.media-amazon.com/images/I/41LruIHspoL._AC_UL960_FMwebp_QL65_.jpg,1,"R$ 239,90",False,False,False,False,Mais de 100 compras no mês passado,"Entrega R$ 24,46: ter., 5 de ago.",False,Feminina,,"R$ 2,40",100.0,
B08JL9J1H3,Davines Oi Kit Duo Shampoo + Conditioner +,"R$ 435,00","R$ 459,90",BRL,4.7,99,https://www.amazon.com.br/dp/B08JL9J1H3,https://m.media-amazon.com/images/I/310N2mTXCbL._AC_UL960_FMwebp_QL65_.jpg,1,"R$ 435,00",False,False,False,False,Mais de 50 compras no mês passado,"Entrega GRÁTIS: qui., 24 de jul.",False,,,"R$ 435,00",1.0,
B0DY35FFWH,Protetor Solar Facial Umbrella Perfect Skin Tom Claro FPS 50 (50g),"R$ 124,49",,BRL,5,1,https://www.amazon.com.br/dp/B0DY35FFWH,https://m.media-amazon.com/images/I/517Edm5vdwL._AC_UL960_FMwebp_QL65_.jpg,1,"R$ 124,49",False,False,False,False,Mais de 30 compras no mês passado,,False,,,,,
B0CNW7DGVM,Leave-in + Super Máscara +Shampoo e Condicionador Hidratei,"R$ 319,68",,BRL,4.2,19,https://www.amazon.com.br/dp/B0CNW7DGVM,https://m.media-amazon.com/images/I/514LVLEUHgL._AC_UL960_FMwebp_QL65_.jpg,1,"R$ 319,68",False,False,False,True,Mais de 30 compras no mês passado,"Entrega GRÁTIS: dom., 20 de jul.",False,,,"R$ 1,28",250.0,
B0F1XZ42Y3,"Aparador de Pelos Corporais para Homens, Cortador de Pelos com Lâmina Cerâmica Segura, Impermeável IPX7, Ideal para Corpo, Virilha, Axilas, Peito e Barba","R$ 239,00",,BRL,,0,https://www.amazon.com.br/dp/B0F1XZ42Y3,https://m.media-amazon.com/images/I/71x3tLQH20L._AC_UL960_FMwebp_QL65_.jpg,1,"R$ 239,00",False,False,False,False,,"Entrega GRÁTIS: sáb., 19 de jul.",False,,,,,
B07HM7PPHT,Condicionador Ducray Densiage 200ml,"R$ 129,90",,BRL,4.6,186,https://www.amazon.com.br/dp/B07HM7PPHT,https://m.media-amazon.com/images/I/51fiwc9r0oL._AC_UL960_FMwebp_QL65_.jpg,2,"R$ 116,38",False,False,False,False,Mais de 30 compras no mês passado,Entrega GRÁTIS: 13 - 22 de ago.,False,,Economize 15% com o cupom,,,
B0D4GQLZFV,Bed Head Recovery - Shampoo para Cabelos Ressecados 750ml,"R$ 101,45","R$ 108,90",BRL,4.5,14,https://www.amazon.com.br/dp/B0D4GQLZFV,https://m.media-amazon.com/images/I/519UzQcW9ML._AC_UL960_FMwebp_QL65_.jpg,1,"R$ 101,45",False,False,False,False,Mais de 30 compras no mês passado,"Entrega GRÁTIS: Amanhã, 14 de jul.Ou entrega mais rápida: Hoje",False,Sem perfume,,"R$ 101,45",1.0,
B09C8VNWBP,Perfume Importado Eau de Parfum Yara Lattafa,"R$ 239,90",,BRL,4.4,33416,https://www.amazon.com.br/dp/B09C8VNWBP,https://m.media-amazon.com/images/I/41LruIHspoL._AC_UL960_FMwebp_QL65_.jpg,1,"R$ 239,90",False,False,False,False,Mais de 100 compras no mês passado,"Entrega R$ 24,46: ter., 5 de ago.",False,Feminina,,"R$ 2,40",100.0,
B08JL9J1H3,Davines Oi Kit Duo Shampoo + Conditioner +,"R$ 435,00","R$ 459,90",BRL,4.7,99,https://www.amazon.com.br/dp/B08JL9J1H3,https://m.media-amazon.com/images/I/310N2mTXCbL._AC_UL960_FMwebp_QL65_.jpg,1,"R$ 435,00",False,False,False,False,Mais de 50 compras no mês passado,"Entrega GRÁTIS: qui., 24 de jul.",False,,,"R$ 435,00",1.0,
B0DY35FFWH,Protetor Solar Facial Umbrella Perfect Skin Tom Claro FPS 50 (50g),"R$ 124,49",,BRL,5,1,https://www.amazon.com.br/dp/B0DY35FFWH,https://m.media-amazon.com/images/I/517Edm5vdwL._AC_UL960_FMwebp_QL65_.jpg,1,"R$ 124,49",False,False,False,False,Mais de 30 compras no mês passado,,False,,,,,
B0CNW7DGVM,Leave-in + Super Máscara +Shampoo e Condicionador Hidratei,"R$ 319,68",,BRL,4.2,19,https://www.amazon.com.br/dp/B0CNW7DGVM,https://m.media-amazon.com/images/I/514LVLEUHgL._AC_UL960_FMwebp_QL65_.jpg,1,"R$ 319,68",False,False,False,True,Mais de 30 compras no mês passado,"Entrega GRÁTIS: dom., 20 de jul.",False,,,"R$ 1,28",250.0,
B0F1XZ42Y3,"Aparador de Pelos Corporais para Homens, Cortador de Pelos com Lâmina Cerâmica Segura, Impermeável IPX7, Ideal para Corpo, Virilha, Axilas, Peito e Barba","R$ 239,00",,BRL,,0,https://www.amazon.com.br/dp/B0F1XZ42Y3,https://m.media-amazon.com/images/I/71x3tLQH20L._AC_UL960_FMwebp_QL65_.jpg,1,"R$ 239,00",False,False,False,False,,"Entrega GRÁTIS: sáb., 19 de jul.",False,,,,,
B07HM7PPHT,Condicionador Ducray Densiage 200ml,"R$ 129,90",,BRL,4.6,186,https://www.amazon.com.br/dp/B07HM7PPHT,https://m.media-amazon.com/images/I/51fiwc9r0oL._AC_UL960_FMwebp_QL65_.jpg,2,"R$ 116,38",False,False,False,False,Mais de 30 compras no mês passado,Entrega GRÁTIS: 13 - 22 de ago.,False,,Economize 15% com o cupom,,,
B0D79QG7FS,Depilador de Pelos Britânia 4 Acessórios BDP04 5W Branco e rose Bivolt,"R$ 176,88",,BRL,4.6,38,https://www.amazon.com.br/dp/B0D79QG7FS,https://m.media-amazon.com/images/I/41YNc0Pp2-L._AC_UL960_FMwebp_QL65_.jpg,1,"R$ 176,88",False,False,False,False,Mais de 50 compras no mês passado,"Entrega GRÁTIS: sáb., 19 de jul.",False,,,,,
B0B578272V,Protetor Solar Aqua Fluid Incolor FPS 50 100ml Adcos,"R$ 195,90",,BRL,4.6,189,https://www.amazon.com.br/dp/B0B578272V,https://m.media-amazon.com/images/I/51ymmyandmL._AC_UL960_FMwebp_QL65_.jpg,1,"R$ 195,90",False,False,False,False,Mais de 50 compras no mês passado,"Entrega GRÁTIS: qua., 16 de jul.",False,,,,,
B0D9YTNPDS,Truss Máscara Uso Obrigatório | Reparação Profunda com Nano Reconstrução e Perfume Prolongado | 180g,"R$ 122,10",,BRL,4.8,93,https://www.amazon.com.br/dp/B0D9YTNPDS,https://m.media-amazon.com/images/I/61vZLKEGF7L._AC_UL960_FMwebp_QL65_.jpg,1,"R$ 122,10",False,False,False,False,Mais de 300 compras no mês passado,"Entrega GRÁTIS: Amanhã, 14 de jul.Ou entrega mais rápida: Hoje",False,Floral,,,,
B09YR9BSZB,"Uso Obrigatorio - Reconstrutor Capilar 260Ml, Truss","R$ 129,00",,BRL,4.4,19,https://www.amazon.com.br/dp/B09YR9BSZB,https://m.media-amazon.com/images/I/41CNrxoRdeL._AC_UL960_FMwebp_QL65_.jpg,3,"R$ 89,99",False,False,False,False,Mais de 200 compras no mês passado,"Entrega GRÁTIS: seg., 21 de jul.",False,,,,,
B0C6FCW1Q1,"Kérastase Shampoo Blond Absolu Bain Lumière, Cabelos loiros, descoloridos, Hidratação, restauração, Ácido Hialurônico, Flor de Edelweiss, 250 ml","R$ 158,50",,BRL,4.6,160,https://www.amazon.com.br/dp/B0C6FCW1Q1,https://m.media-amazon.com/images/I/51rYsIEM7cL._AC_UL960_FMwebp_QL65_.jpg,1,"R$ 158,50",False,False,False,False,Mais de 400 compras no mês passado,"Entrega GRÁTIS: Amanhã, 14 de jul.Ou entrega mais rápida: Hoje",False,Floral,,,,
B0D3J37TLY,ISDIN Óleo de Banho Ureadin Calm OleoGel - 400ml,"R$ 114,99",,BRL,4.9,237,https://www.amazon.com.br/dp/B0D3J37TLY,https://m.media-amazon.com/images/I/61P7hJWHoxL._AC_UL960_FMwebp_QL65_.jpg,8,"R$ 109,90",False,False,False,False,Mais de 800 compras no mês passado,"Entrega GRÁTIS: Amanhã, 14 de jul.Ou entrega mais rápida: Hoje",False,Sem perfume,"Economize R$ 3,07 com o cupom",,,
B0C2JG2SW1,"Kit Home Care Leave-In, Trivitt (Nova Embalagem)","R$ 108,90","R$ 123,08",BRL,4.6,56,https://www.amazon.com.br/dp/B0C2JG2SW1,https://m.media-amazon.com/images/I/51d1zImvGxL._AC_UL960_FMwebp_QL65_.jpg,14,"R$ 108,78",False,False,False,False,Mais de 100 compras no mês passado,"Entrega GRÁTIS: dom., 20 de jul.",False,,,"R$ 108,90",1.0,
